Datetime,Tweet Id,Text,Username
2022-12-06 05:59:10+00:00,1600006917652246528,Sealing of Centaurus Mall by PDM mafia in response to PM AJK censuring SS for not mentioning sacrifices of Kashmiris shows there is law of the jungle in Pak since last 8 mths. Sends negative signals to Kashmiris too. Q for our Honourable Judges: Are they not upholders of the Law?,ImranKhanPTI
2022-12-06 04:44:58+00:00,1599988243222568960,اس قوم نے NRO-1 کی بھاری قیمت چکائی ہے۔ ان دو مجرم خاندانوں اور انکےحواریوں کی لوٹ مار نے دس برس میں ہمارا قرض چار گنا بڑھا دیا۔ NRO 2 تو اس سے بھی بڑھ کر شرمناک ہے! 1100 ارب روپے کے کرپشن کیسز کو معافی و استثنیٰ دیا جارہا ہے۔قوم کی جیبوں پر یہ دن دیہاڑے ایک ڈاکہ ہے! https://t.co/T9FLfO9nmi,ImranKhanPTI
2022-12-06 03:57:39+00:00,1599976335807369217,NRO 1 cost this nation dearly. The loot &amp; plunder of these two crooked families &amp; their associates increased our debt four times in ten years. NRO2 is even more shameful. Rs 1100 billion corruption cases are being given immunity. Daylight robbery! https://t.co/rk4B8EKPYb,ImranKhanPTI
2022-12-05 16:14:00+00:00,1599799257674174466,میری ہدایات پر لندن میں جیو ٹی وی لمیٹیڈ کو قانونی نوٹس بھجوا دیا گیا ہے۔میرےوکلاء نےیہ نوٹس Pre Action Protocol for Media &amp; Communications Claims کےتحت بھیجاہے۔جیو ٹی وی لمیٹیڈ کوآج لندن میں باضابطہ طور پر Letter of Claim دےدیا گیاہے اور انکےپاس جواب کیلئے14 روز کی مہلت ہے۔,ImranKhanPTI
2022-12-05 14:32:11+00:00,1599773636675907585,"Had instructed lawyers in UK, incldng Leading Counsel,to start legal proceedings against Geo TV Limited pursuant to the Pre Action Protocol for Media &amp; Communications Claims.A
formal letter of claim has been served today on Geo TV Limited in London &amp; they have 14 days to respond",ImranKhanPTI
2022-12-05 08:33:30+00:00,1599683369654026240,تمام تر مشکلات کے باوجود بلدیاتی انتخابات میں تحریک انصاف کی کامیابی پر پاکستان تحریک انصاف آزاد جموں و کشمیر اور سردار تنویر الیاس کو مبارکباد پیش کرتا ہوں۔ https://t.co/o694AXeMWf,ImranKhanPTI
2022-12-05 08:28:57+00:00,1599682225469263874,Congratulations to AJK PTI &amp; Sardar Ilyas for PTI's success in LG elections against all odds. https://t.co/QKZkz6Z5jJ,ImranKhanPTI
2022-12-04 10:49:07+00:00,1599355109439602688,"اڄ اسان سنڌ جي شاندار ثقافت ۽ روايتن کي ملهائي رهيا آهيون جيڪي قديم سنڌو ماٿري جي تهذيب سان لاڳاپيل آهن.

سنڌ صوفين جي ڌرتي آهي، پر بدقسمتيءَ سان زرداري مافيا جي جبر هيٺ آهي.

 سنڌ پنهنجي عظمت ۽ آزادي حاصل ڪرڻ لاءِ وري ظالم جي خلاف اٿندي.",ImranKhanPTI
2022-12-04 08:54:51+00:00,1599326352401760257,"Today we celebrate the rich culture &amp; traditions of Sindh going back to the great Indus Valley Civilization. It’s the land of the Sufis &amp; freedom, but sadly, suffering under the tyranny of Zardari mafia. Sindh will rise again against the tyrant to reclaim its greatness &amp; freedom.",ImranKhanPTI
2022-12-03 12:47:56+00:00,1599022621630136324,2021 میں لال سُہارنہ نیشنل پارک کی کیفیت اور اب 2022 کے تازہ ترین مناظر! بین الاقوامی سطح پر حرفِ دادسمیٹنےوالے ہمارے #TenBillionTreeTsunami منصوبے کےتحت ماحولیاتی تغیرات سے نمٹنے کیلئے ایک سبز انقلاب وقوع پذیر ہورہا ہے۔ https://t.co/IOZjzeBNFc,ImranKhanPTI
2022-12-03 12:27:24+00:00,1599017456223211520,Lal Soharna National Park in 2021 &amp; now in 2022. Under our internationally acclaimed  #TenBillionTreeTsunami the green transformation is taking place to counter climate change. https://t.co/l00twCQ0Kj,ImranKhanPTI
2022-12-03 11:08:06+00:00,1598997497984081923,عارضۂ قلب میں مبتلا74سالہ سینیٹرسواتی کو فوراً رہا کیا جائے۔کیونکہ اوّل توانہوں نےایساکوئی جرم ہی نہیں کیا کہ اس ذہنی وجسمانی اذیت کےمستحق ٹھہریں۔ دوم یہ کہ انکےخلاف خودسَری اور انتقام پر مبنی اقدامات سےہماری فوج کی ساکھ، جو کہ ایک مضبوط پاکستان کیلئے ناگزیرہے، پر حرف آتاہے۔,ImranKhanPTI
2022-12-03 11:08:03+00:00,1598997487800307713,ہماری فوج کے بارے میں منفی تاثر ابھر رہا ہے کیونکہ موجودہ امپورٹڈسرکار کو تو محض کٹھ پتلی راج ہی کےطور پر دیکھا جاتاہے۔امید تو یہی تھی کہ نئی عسکری قیادت تحریک انصاف،میڈیااور ناقد صحافیوں کیخلاف پچھلے 8 ماہ سے جاری باجوہ کے فسطائی ہتھکنڈوں کےسلسلے سے خود کو الگ کر لےگی۔,ImranKhanPTI
2022-12-03 11:08:02+00:00,1598997483157278721,سینیٹر اعظم سواتی سے روا رکھے جانے والے انتقام سے بھرپور جبر و تشدد پر قوم حیرت و صدمے کی شکار ہے کہ یہ سب کس جُرم کی پاداش میں کیا جارہا ہے؟ کیا یہ سب سخت زبان استعمال کرنے اور سوال اٹھانے پر کیا جارہا ہےجس کا ایک جمہوری معاشرے میں میں سب کو حق حاصل ہے؟ پاکستان، خاص طور پر,ImranKhanPTI
2022-12-03 10:09:37+00:00,1598982780649897986,"not only bec he has committed no crime to deserve this mental &amp; physical torture, but also because this petulant &amp; vengeful targeting is undermining our mly's credibility which is critical for a strong Pakistan.",ImranKhanPTI
2022-12-03 10:09:35+00:00,1598982775025340416,"bec the present Imported govt is seen as a mere puppet govt. One had hoped the new mly ldrship would have immed disassociated from the 8 mths of Bajwa's fascist actions against PTI, the media &amp; critical journalists. The 74 yr old heart patient Senator Swati must be released immed",ImranKhanPTI
2022-12-03 10:09:35+00:00,1598982772458393600,The entire nation is shocked at the vindictive cruelty Senator Azam Swati is being subjected to &amp; for what crime?  For intemperate language &amp; asking questions which is the right of anyone in a democracy? Internationally Pak &amp; esp our mly is being perceived increasingly negatively,ImranKhanPTI
2022-12-02 11:39:07+00:00,1598642916473204736,اکبر لیاقت علی خان کی رحلت کے بارے میں جان کر رنجیدہ ہوں۔ میری دعائیں اور ہمدردیاں ان کے اہلِ خانہ کے ساتھ ہیں۔,ImranKhanPTI
2022-12-02 11:22:01+00:00,1598638614681948162,Saddened to learn of the passing of Akbar Liaquat Ali Khan. My prayers &amp; condolences go to the family.,ImranKhanPTI
2022-12-02 11:15:28+00:00,1598636965368188928,اسی طرح تنقید کےحق،جسےساری مہذب دنیا میں انکا بنیادی حق تصور کیا جاتا، کو انکا عظیم ترین جرم شمار کیاجانابھی نری وحشت ہے۔انہیں فوراً رہاکیا جائے! مقامِ افسوس ہےکہ ہمارا نظامِ انصاف سواتی کے بنیادی حقوق کی بار بار کی جانے والی خلاف ورزیاں روکنے پر بالکل آمادہ و تیار نہیں!,ImranKhanPTI
2022-12-02 11:15:28+00:00,1598636963891974145,جس انداز میں سینیٹرسواتی کو نشانۂ انتقام بنایاجارہاہے وہ نہایت افسوسناک اور قابلِ مذمت ہے۔سینےمیں شدید درد اور سانس میں دشواری کےباعث انہیں صبح سویرےپمزمنتقل کیاگیا۔انکےٹیسٹس کےنتائج آنا باقی تھےکہ کوئٹہ پولیس نےانکی جان سےکھیلتےہوئے انہیں اسپتال سےفارغ کروایا اور ساتھ لےگئی,ImranKhanPTI
2022-12-02 07:51:31+00:00,1598585638915170304,Equally outrageous is what is being considered such a great crime would in entire civilised world be considered his democratic right to criticise. He must be released immediately. Sad to see our justice system unwilling to stop repeated violations of Swati's basic human rights.,ImranKhanPTI
2022-12-02 07:51:30+00:00,1598585636922998785,"The vengeful manner in which Senator  Swati is being treated is shocking &amp; condemnable. He was moved to PIMS early morning after suffering severe chest pains &amp; breathing issues. While test results were awaited, Quetta police got him discharged &amp; took him away endangering his life",ImranKhanPTI
2022-12-01 10:48:24+00:00,1598267766632747009,"ابرار الحق ایک مرتبہ پھرحقیقی آزادی کے حوالے سے ایک شاندار ترانہ لائے ہیں۔صحیح معنوں میں آزاد قومیں ہی اوپر اٹھنےاوراقبال کا شاہین بننےکیلئےاپنی بےپناہ انسانی صلاحیتیں بروئے کار لاتی ہیں۔
https://t.co/MEifeG5wza",ImranKhanPTI
2022-12-01 09:39:27+00:00,1598250414558019584,"Abrar ul Haque has again come up with a great tarana about Haqeeqi Azadi. Only truly free (Azad) nations fulfill their immense human potential to rise &amp; become Iqbal's Shaheen.
https://t.co/MEifeG5wza",ImranKhanPTI
2022-11-30 08:27:15+00:00,1597869858506829824,چیئرمین جوائنٹ چیفس آف سٹاف کمیٹی اور چیف آف  آرمی سٹاف کےمنصب سنبھالنےپرجنرل ساحرشمشادمرزا اورجنرل سیّدعاصم منیر کومبارکبادپیش کرتاہوں۔امیدہےکہ نئی عسکری قیادت ملت وریاست کےمابین گزشتہ8ماہ میں جنم لینےوالےاعتمادکےفقدان کےخاتمےکی سبیل کرےگی۔قوتِ ریاست عوام ہی سےکشید کی جاتی ہے https://t.co/cDC3L0jTYh,ImranKhanPTI
2022-11-30 07:53:24+00:00,1597861339707609090,Congratulations to Gen Sahir Shamshad Mirza as new CJCSC &amp; Gen   Syed Asim Munir as new COAS. We  hope new mly ldrship will work to end prevailing trust deficit that has built up in last 8 months between the nation and the State. Strength of the State is derived from its people. https://t.co/5k4fVA2UGb,ImranKhanPTI
2022-11-29 17:12:50+00:00,1597639736981880833,"میں نے اس درخواست پر دستخط کردیے ہیں اور میں چاہتا ہوں کہ وہ تمام لوگ بھی اس پر دستخط کریں جنہیں اُس سب پر دکھ ہےجس سےاعظم سواتی مسلسل گزر رہے ہیں اور جو انسانی حقوق و قانون کی حکمرانی کے حوالے سے فکرمند ہیں۔
https://t.co/qNosD3hhAe",ImranKhanPTI
2022-11-29 16:41:19+00:00,1597631806030782464,"I have signed this petition; and I want all those who are appalled at what Azam Swati continues to go through &amp; those who care about rule of law &amp; human rights should also sign this petition. 
https://t.co/qNosD2Z8m6",ImranKhanPTI
2022-11-29 07:40:06+00:00,1597495603520733185,ایس ایم منیر کے انتقال پر رنجیدہ ہوں۔ وہ شوکت خانم میموریل ٹرسٹ کے بورڈ کا حصہ اور ہمارے نہایت فراخدل عطیات کنندگان میں سے ایک تھے۔ میری دعائیں اور ہمدردیاں ان کے اہلِ خانہ کے ساتھ ہیں۔,ImranKhanPTI
2022-11-29 07:31:08+00:00,1597493347752775680,Saddened to learn of the passing of SM Muneer. He was on our SKMT Board and one of our most generous donors. My prayers &amp; condolences go to the family.,ImranKhanPTI
2022-11-28 10:47:23+00:00,1597180346466185216,میں اسپتال کھول دیاجائےگا،انشاءاللہ۔منصوبے کی بروقت تکمیل کیلئےہمیں آپکی پیہم معاونت درکار ہے تاکہ کراچی،اندرون سندھ اور بلوچستان کےلوگوں کو سرطان(کینسر)کےمعیاری علاج کی سہولیات فراہم کر سکیں۔مجھےاعتمادہےکہ اسپتال کی تکمیل کیلئےمیں ہمیشہ کیطرح اہلِ پاکستان پر انحصار کرسکتاہوں,ImranKhanPTI
2022-11-28 10:47:22+00:00,1597180343114948608,شوکت خانم میموریل کینسرہسپتال اینڈ ریسرچ سنٹر کراچی کی عمارت کا ڈھانچہ مکمل ہوچکاہے۔لاہور کے اسپتال سےدوگنی جسامت کا حامل یہ کینسر اسپتال پاکستان میں ثالثی درجے (Tertiary Care) کی صحت کی سہولیات فراہم کرنےوالا سب سےبڑا مرکز ہوگا۔تزئین و آرائش کےسلسلےکا آغاز ہوچکاہےاور دسمبر 2023 https://t.co/X4NdRblLDZ,ImranKhanPTI
2022-11-28 09:31:52+00:00,1597161344003776512,"We need your continuing support in order to complete the project on time, so that we can provide high quality cancer care to the people of Karachi, interior Sind &amp; Balochistan. I know I can rely on the ppl of Pak as always to see this through to completion.",ImranKhanPTI
2022-11-28 09:31:51+00:00,1597161338987761664,"Physical structure of Shaukat Khanum Memorial Cancer Hospital &amp; Research Centre Karachi completed. Twice the size of the Lahore hospital, this will be Pakistan’s largest tertiary care, cancer hospital. Finishing work has commenced &amp; the hospital will open Dec 2023, InshaAllah. https://t.co/L4eTGPT2Sl",ImranKhanPTI
2022-11-28 08:54:31+00:00,1597151943998439425,ردِعمل کا اظہار کرتےہیں تو انہیں جیل میں ڈال دیا جاتا ہےاور ملک بھر میں ان کیخلاف کم و بیش 15 پرچےکاٹ دیےجاتےہیں۔اپنےمعزز ججز سےمیں پھر سےپوچھتا ہوں کہ اس سب میں انصاف کدھر ہے؟ کیا دستور کا آرٹیکل 14 امتیازی طور پر محض اعلیٰ و طاقتور ریاستی حکام کیلئے ہی قابلِ اطلاق رہے گا؟,ImranKhanPTI
2022-11-28 08:54:30+00:00,1597151937085861888,سینیٹر اعظم سواتی کو برہنہ کیا گیا،انہیں تشدد کا نشانہ بنایا گیا اور انکی اہلیہ کو ایک نازیبا(غیرقانونی)ویڈیو بھجوا کر انکی تذلیل کی گئی۔ہفتوں تک وہ سپریم کورٹ سےحصولِ انصاف کےمنتظر رہےمگر انکی کوششیں بےسود ثابت ہوئیں۔جب قابلِ فہم غصےاور مایوسی کےعالم میں وہ (ان زیادتیوں پر),ImranKhanPTI
2022-11-28 08:54:29+00:00,1597151933823078400,دستور کا آرٹیکل 14 ”شرفِ انسانی کو قابلِ حرمت“ قرار دیتا ہے؛ چنانچہ سپریم کورٹ کے معزز ججز سے میرا سوال ہے کہ آیا دستور کے اس آرٹیکل کا اطلاق محض ریاست کے طاقتور حکام تک ہی محدود ہے کیونکہ باقی سب کیلئے تو شرفِ انسانی جیسے بنیادی حق کو بھی تحفظ حاصل نہیں؟,ImranKhanPTI
2022-11-28 07:40:17+00:00,1597133261934764032,"Again, I ask our Honourable judges where is the justice in all this? Is the Article 14 Constitutional provision only to be applied selectively for the high &amp; mighty State functionaries?",ImranKhanPTI
2022-11-28 07:40:16+00:00,1597133255467503616,"Senator Swati was stripped naked, tortured, humiliated through an illegal video sent to his wife. For weeks he has sought justice from SC to no avail. So when he reacts in justifiable anger &amp; frustration, he is put in jail &amp; at last count 15 FIRs registered against him across Pak",ImranKhanPTI
